timestamp,mid,bid,ask,bid_size,ask_size,last,last_size,ret1,ret5,ret20,vol10,vol50,spread,regime,y
2024-01-01 09:30:00,100.00000073809201,99.9863809984592,100.01362047772483,32,36,100.00933436580323,7,0.0,0.0,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00027239479064567005,0,-9.208692032913746e-06
2024-01-01 09:30:01,100.00017998541452,99.99167224526305,100.00868772556599,39,33,100.00594050316086,4,1.792473211859047e-06,0.0,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00017015449677610238,0,-8.859827330565118e-06
2024-01-01 09:30:02,100.0000155027013,99.99149774318049,100.00853326222212,27,22,100.00394953088023,7,-1.6448241717537115e-06,0.0,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.0001703551640066941,0,-6.5825296303723135e-06
2024-01-01 09:30:03,99.99948114759805,99.99307772766454,100.00588456753155,36,46,100.0041803657775,1,-5.343550204206515e-06,0.0,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.0001280690631594846,0,-6.8218232817107705e-06
2024-01-01 09:30:04,99.99920834512695,99.9897973579125,100.0086193323414,43,25,99.99801696196737,6,-2.728038865473792e-06,0.0,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00018822123435163166,0,-4.269307908422171e-06
2024-01-01 09:30:05,99.99861335719395,99.9910106866285,100.0062160277594,17,46,99.99762599940844,2,-5.949926432879948e-06,-1.3873808878295257e-05,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00015205551977585488,0,5.852505539749586e-06
2024-01-01 09:30:06,99.9986494433555,99.98521836599699,100.01208052071402,35,28,99.99425160620241,5,3.6086661947543064e-07,-1.5305393042730486e-05,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00026862517510547367,0,-2.5737592729280223e-06
2024-01-01 09:30:07,99.99945357250284,99.98721411542266,100.01169302958303,15,24,100.00779273027975,1,8.041400077152261e-06,-5.6193011134242354e-06,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00024479047920624987,0,-1.3360783559512868e-05
2024-01-01 09:30:08,99.99915824859171,99.98954696722659,100.00876952995684,13,8,100.0029771522677,1,-2.953255248683284e-06,-3.2290068171514363e-06,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00019222724537817083,0,-2.1814991507995707e-05
2024-01-01 09:30:09,99.99878596365181,99.99064712201634,100.00692480528728,35,34,100.0047749398667,7,-3.7228807363565153e-06,-4.223848189655044e-06,0.0,4.081596980974598e-06,5.3644332106605195e-06,0.00016277880890326694,0,-2.5829498499163606e-05
2024-01-01 09:30:10,99.99907986888192,99.9965798918852,100.00157984587864,33,39,99.99871566472086,4,2.939087982767319e-06,4.665181569052379e-06,0.0,4.279797145010398e-06,5.3644332106605195e-06,5e-05,0,-3.981901383454112e-05
2024-01-01 09:30:11,99.99929400108682,99.99132310368839,100.00726489848526,41,42,99.99841286186906,6,2.1413417521376488e-06,6.445664365584136e-06,0.0,4.305715933259052e-06,5.3644332106605195e-06,0.00015941907346553015,0,-4.337082248051516e-05
2024-01-01 09:30:12,99.99935724963622,99.9882851621947,100.01042933707774,24,38,100.00009682522096,5,6.324899592957678e-07,-9.6323392961839e-07,0.0,4.32131652258717e-06,5.3644332106605195e-06,0.0002214431721570544,0,-5.160801237624746e-05
2024-01-01 09:30:13,99.9987989688094,99.98649520905605,100.01110272856275,30,39,99.99988629779452,9,-5.58284415197452e-06,-3.59282806583483e-06,0.0,4.350706883365434e-06,5.3644332106605195e-06,0.0002460781505424958,0,-4.439781947618293e-05
2024-01-01 09:30:14,99.99878141771592,99.99628144818047,100.00128138725137,43,8,99.99858387583168,3,-1.7551304276608448e-07,-4.5459910835710104e-08,0.0,4.291819953990669e-06,5.3644332106605195e-06,5e-05,0,-4.328179621415629e-05
2024-01-01 09:30:15,99.99919859963259,99.9966986196676,100.00169857959759,23,31,100.00179797233244,2,4.171870004343603e-06,1.1873184315724927e-06,0.0,4.03013271142023e-06,5.3644332106605195e-06,5e-05,0,-4.85750629051207e-05
2024-01-01 09:30:16,99.99839207090422,99.98782686443491,100.00895727737353,49,16,100.00055665281194,8,-8.0653519195506e-06,-9.019365502682675e-06,0.0,4.874654214068359e-06,5.3644332106605195e-06,0.0002113075270613436,0,-5.561083878835582e-05
2024-01-01 09:30:17,99.9981175014476,99.99167186299974,100.00456313989545,34,13,99.98723863925196,3,-2.7457387157259205e-06,-1.2397561571564353e-05,0.0,3.9376605785235396e-06,5.3644332106605195e-06,0.00012891519578394923,0,-5.609746344836797e-05
2024-01-01 09:30:18,99.99697676780372,99.98771125468335,100.00624228092408,13,15,99.99385802842586,6,-1.1407551185782516e-05,-1.8222228911457528e-05,0.0,5.068621459693204e-06,5.3644332106605195e-06,0.0001853158649361912,0,-4.49814365413026e-05
2024-01-01 09:30:19,99.99620304515985,99.98782340086301,100.00458268945668,45,25,99.99827850371028,2,-7.737460360091042e-06,-2.5784039760501365e-05,0.0,5.355157381258689e-06,5.3644332106605195e-06,0.0001675992496045543,0,-3.656438462640299e-05
2024-01-01 09:30:20,99.99509800413718,99.9830491951727,100.00714681310166,45,23,99.99731950589687,8,-1.1050829821668273e-05,-4.100628357861513e-05,-4.9027339186547e-05,5.575135530207359e-06,5.3644332106605195e-06,0.00024098799251103,0,-3.4695101412074436e-05
2024-01-01 09:30:21,99.99495694945853,99.9913671587151,99.99854674020196,25,26,99.99538583556122,4,-1.4106159348381553e-06,-3.435176680899321e-05,-5.223026555312149e-05,5.245046129732161e-06,5.3644332106605195e-06,7.179943575039301e-05,0,-3.615119665245636e-05
2024-01-01 09:30:22,99.99419648156966,99.98615089082861,100.00224207231071,15,12,99.99367275805602,7,-7.605062415816377e-06,-3.921093692471622e-05,-5.819020229536065e-05,5.0198573356256235e-06,5.3644332106605195e-06,0.00016092115390988843,0,-3.441780655277782e-05
2024-01-01 09:30:23,99.99435924018495,99.98108177910106,100.00763670126884,26,40,100.00906088978695,7,1.6276806156234613e-06,-2.6176067550953697e-05,-5.1219339883723514e-05,5.4517935159381385e-06,5.3644332106605195e-06,0.00026556420151663403,0,-4.0898725697458005e-05
2024-01-01 09:30:24,99.99445329083693,99.98371891223954,100.00518766943432,21,22,99.98951812958553,8,9.40559574447164e-07,-1.7498207628197093e-05,-4.7550919339278686e-05,5.559158257664448e-06,5.3644332106605195e-06,0.00021469948070362382,0,-3.5473501089899884e-05
2024-01-01 09:30:25,99.99434113227015,99.98719109083864,100.00149117370167,25,27,99.99859651218071,9,-1.121647882351695e-06,-7.5690897066715834e-06,-4.2722841651188226e-05,4.8690209890515565e-06,5.3644332106605195e-06,0.00014300892131587182,0,-3.91973739897189e-05
2024-01-01 09:30:26,99.99283107644366,99.98124459367894,100.00441755920839,42,8,100.0011150632457,7,-1.5101412833784522e-05,-2.1259802291173635e-05,-5.818445493244173e-05,5.80288890514949e-06,5.3644332106605195e-06,0.00023174626900740537,0,-2.429146926385961e-05
2024-01-01 09:30:27,99.99250786070616,99.98150458395608,100.00351113745623,42,40,100.00067731583601,1,-3.2323891026031504e-06,-1.6887188686198762e-05,-6.9457497501757e-05,5.7786438645245505e-06,5.3644332106605195e-06,0.0002200820238532881,0,-1.5752411440250746e-05
2024-01-01 09:30:28,99.99247876013891,99.98553553483028,99.99942198544754,31,45,100.00335935945397,2,-2.9102747667320017e-07,-1.880586125391215e-05,-6.679544677967719e-05,5.606086555229685e-06,5.3644332106605195e-06,0.00013887495129089592,0,-1.8963254443504773e-05
2024-01-01 09:30:29,99.99254674553052,99.9801402186714,100.00495327238964,31,14,99.98626788394006,9,6.799050533690121e-07,-1.9066510627996358e-05,-6.239293868592899e-05,5.696870140515435e-06,5.3644332106605195e-06,0.0002481490323614009,0,-2.031340779529156e-05
2024-01-01 09:30:30,99.99162866407121,99.97927668089095,100.00398064725148,10,19,99.9873641575543,1,-9.181498913490849e-06,-2.7126217026052224e-05,-7.451273372194311e-05,5.452715577524145e-06,5.3644332106605195e-06,0.0002470603458568412,0,-1.0469170742100076e-05
2024-01-01 09:30:31,99.99134201210559,99.98178106145286,100.00090296275832,33,23,99.9946775821645,7,-2.8667596423392894e-06,-1.4891710956144166e-05,-7.952045122583407e-05,5.410905378052776e-06,5.3644332106605195e-06,0.00019123557020715227,0,-7.2197091124381885e-06
2024-01-01 09:30:32,99.99075490065876,99.97748111000033,100.00402869131719,37,31,99.99673584341123,9,-5.871622832720469e-06,-1.7530913914431956e-05,-8.602404269442143e-05,5.2954163976835186e-06,5.3644332106605195e-06,0.000265500358940547,0,-8.699108762333374e-06
2024-01-01 09:30:33,99.9902695983151,99.98430426399571,99.99623493263448,12,17,99.9931202799978,3,-4.853472144961124e-06,-2.2093279926749254e-05,-8.529472935936422e-05,4.994055212368286e-06,5.3644332106605195e-06,0.00011931829653710505,0,-3.388769443168904e-06
2024-01-01 09:30:34,99.99090613748913,99.97824149535414,100.00357077962413,48,33,99.98634729589548,9,6.366011178871034e-06,-1.6407303291887665e-05,-7.87537619472145e-05,5.826593125756556e-06,5.3644332106605195e-06,0.00025331587889767545,0,-1.6010365081475797e-06
2024-01-01 09:30:35,99.99042161668393,99.98106992918358,99.99977330418429,30,49,99.98889581241504,3,-4.845648708617922e-06,-1.2071484417286449e-05,-8.777053288000491e-05,5.7730899568041394e-06,5.3644332106605195e-06,0.00018705166653264742,0,-6.039129379908914e-06
2024-01-01 09:30:36,99.99040210366097,99.98362878509555,99.99717542222639,41,43,99.99820731349863,4,-1.9514892168892572e-07,-9.399898288298125e-06,-7.990095718324319e-05,4.302218373601848e-06,5.3644332106605195e-06,0.00013547937447844742,0,-6.871905269267842e-07
2024-01-01 09:30:37,99.99093273758139,99.98297578584992,99.99888968931286,49,7,99.99531810763922,5,5.306848549935239e-06,1.7785336534625884e-06,-7.18489912182596e-05,4.927142824360808e-06,5.3644332106605195e-06,0.00015915346549180738,0,-5.277818174831417e-06
2024-01-01 09:30:38,99.99058257732175,99.97652702086802,100.00463813377547,45,35,99.9983054915097,5,-3.5019201247710185e-06,3.1300946372603278e-06,-6.394383799035452e-05,4.938764242013222e-06,5.3644332106605195e-06,0.00028113760499124204,0,-5.625089127714311e-06
2024-01-01 09:30:39,99.99051555615199,99.98241769711356,99.99861341519042,27,20,99.99591484932819,9,-6.702748202025433e-07,-3.906168593026393e-06,-5.687704967438645e-05,4.878597864042167e-06,5.3644332106605195e-06,0.00016197254296336123,0,7.048820127586453e-06
2024-01-01 09:30:40,99.99058183463795,99.98176500349457,99.99939866578133,46,38,100.00214703453872,1,6.628477269288169e-07,1.602333017824975e-06,-4.516390892517208e-05,4.224917922731004e-06,5.3644332106605195e-06,0.00017635323210662154,0,1.095995722599774e-05
